,investor,cryptocurrency,announced_on
3870,1484,PAY,2016-01
3871,1485,STMX,2017-08
3872,1486,VGX,2021-02
3873,1487,ASAP,2021-04
3874,1487,PENDLE,2021-05
3875,1488,VGX,2018-08
3876,1489,SHFT,2019-02
3877,1490,XLM,2014-08
3878,1491,BOX,2018-06
3879,1491,OXT,2017-10
3880,1492,1INCH,2020-12
3881,1492,CKB,2018-07
3882,1492,HBAR,2018-03
3883,1492,IOTX,2018-02
3884,1492,OXT,2017-10
3885,1492,TT,2018-01
3886,1493,SHIFT,2018-02
3887,1494,RLY,2017-04
3888,1495,UBQ,2014-11
3889,1496,IF,2021-06
3890,1497,GMEE,2018-08
3891,1498,BERRY,2020-05
3892,1499,HOPR,2016-06
3893,1500,CTXC,2018-06
3894,1501,KDA,2018-04
3895,1502,GRT,2020-06
3896,1503,MOB,2021-08
3897,1504,DMD,2017-03
3898,1504,HUB,2018-06
3899,1505,SENSE,2016-08
3900,1506,CWAP,2021-05
3901,1507,HOPR,2020-07
3902,1508,VSP,2018-05
3903,1509,SHIFT,2018-09
3904,1510,IF,2021-06
3905,1511,CLOUT,2021-03
3906,1512,BOSON,2021-03
3907,1512,CFG,2021-02
3908,1512,DIA,2020-08
3909,1512,DWZ,2021-02
3910,1512,KAVA,2019-06
3911,1512,KEX,2020-12
3912,1512,RAVEN,2019-06
3913,1512,RAZOR,2020-11
3914,1512,REEF,2020-09
3915,1512,SHFT,2019-12
3916,1512,STKR,2020-02
3917,1512,WCFG,2021-02
3918,1512,XPRT,2020-08
3919,1512,erowan,2020-08
3920,1513,MVL,2021-04
3921,1514,TOP,2018-05
3922,1515,FIL,2017-08
3923,1515,PAY,2017-06
3924,1515,SNT,2017-06
3925,1516,DVPN,2020-09
3926,1516,EXRD,2020-07
3927,1517,CTSI,2019-01
3928,1518,PENDLE,2021-05
3929,1519,CVC,2017-06
3930,1519,GRT,2020-06
3931,1519,MAID,2014-04
3932,1519,QTUM,2017-01
3933,1519,VALOR,2019-07
3934,1520,LKK,2018-09
3935,1521,MASK,2020-11
3936,1521,PENDLE,2021-05
3937,1522,CELO,2018-06
3938,1523,STORJ,2017-02
3939,1524,HOT,2021-08
3940,1525,SI,2021-03
3941,1526,HBAR,2021-02
3942,1527,BEAM,2021-05
3943,1527,PTF,2020-09
3944,1527,TSX,2021-04
3945,1528,AMPL,2018-03
3946,1528,FORTH,2018-03
3947,1529,SHFT,2018-06
3948,1530,SPS,2021-07
3949,1531,STORJ,2016-05
3950,1532,CSP,2018-09
3951,1533,AR,2018-01
3952,1533,BZZ,2014-10
3953,1533,CTXC,2020-01
3954,1533,FIN,2020-01
3955,1533,LBA,2018-05
3956,1533,LOOM,2018-01
3957,1533,MLN,2021-01
3958,1533,MOBI,2019-07
3959,1533,REP,2013-05
3960,1533,RLY,2016-06
3961,1533,SWM,2014-03
3962,1534,AR,2018-01
3963,1534,MLN,2021-01
3964,1535,CTXC,2020-01
3965,1536,REP,2013-05
3966,1537,FIN,2020-01
3967,1538,SWM,2014-03
3968,1539,RLY,2016-06
3969,1540,LOOM,2018-01
3970,1541,DMD,2017-03
3971,1542,INSUR,2021-02
3972,1542,STX,2019-07
3973,1543,BUX,2021-04
3974,1543,KEEP,2016-08
3975,1543,OST,2016-11
3976,1544,IF,2021-06
3977,1545,XPRT,2020-10
3978,1546,AUDIO,2021-09
3979,1547,CEL,2020-06
3980,1548,XRP,2019-12
3981,1549,FIL,2017-08
3982,1550,MIX,2019-01
3983,1551,INJ,2020-07
3984,1552,AUDIO,2021-09
3985,1553,MCO2,2021-01
3986,1554,ENG,2016-09
3987,1555,ONE,2015-01
3988,1556,CDT,2019-06
3989,1557,GTC,2021-04
3990,1557,IF,2021-06
3991,1557,MPL,2020-12
3992,1557,POOL,2020-10
3993,1557,PUSH,2020-12
3994,1558,RAISE,2012-10
3995,1559,1INCH,2020-12
3996,1559,AMPL,2018-12
3997,1559,BAND,2019-06
3998,1559,DVF,2021-05
3999,1559,FORTH,2018-12
4000,1559,NAOS,2021-03
4001,1559,PENDLE,2021-05
4002,1559,SI,2020-12
4003,1559,STX,2019-07
4004,1559,WILD,2021-05
4005,1560,TFUEL,2017-12
4006,1560,THETA,2017-12
4007,1561,INXT,2021-06
4008,1562,INXT,2020-10
4009,1563,ARIA20,2021-03
4010,1564,BUX,2017-10
4011,1565,BVOL,2021-07
4012,1565,FTT,2021-07
4013,1565,HEDGE,2021-07
4014,1566,YGG,2021-06
4015,1567,XRP,2015-05
4016,1568,BVOL,2021-07
4017,1568,FTT,2021-07
4018,1568,HEDGE,2021-07
4019,1569,PUSH,2020-12
4020,1570,FLOW,2020-10
4021,1570,POWR,2017-09
4022,1570,SOL,2020-03
4023,1571,VNDC,2018-01
4024,1572,AAVE,2020-07
4025,1572,AVAX,2021-09
4026,1572,BAL,2021-02
4027,1572,DDX,2020-07
4028,1572,DODO,2020-10
4029,1572,LDO,2021-05
4030,1572,MINA,2020-10
4031,1572,PERP,2020-08
4032,1572,STETH,2021-05
4033,1573,VEGA,2021-03
4034,1574,DPI,2018-12
4035,1574,MVI,2018-12
4036,1574,NFTI,2018-12
4037,1574,OXT,2017-10
4038,1574,SHIFT,2014-11
4039,1575,GMEE,2019-05
4040,1576,YOP,2015-05
4041,1577,ANT,2020-02
4042,1577,BNT,2017-06
4043,1577,DXT,2015-01
4044,1577,GDT,2020-11
4045,1577,PRO,2020-10
4046,1577,VBNT,2017-06
4047,1578,SNT,2014-03
4048,1579,XRP,2013-03
4049,1580,MOB,2021-08
4050,1581,ALI,2018-03
4051,1582,SHIFT,2018-02
4052,1583,SHLD,2021-05
4053,1584,BOSON,2021-03
4054,1585,SPIKE,2016-09
4055,1586,GET,2017-09
4056,1587,EWT,2017-05
4057,1588,KRT,2021-06
4058,1588,LUNA,2021-06
4059,1588,SDT,2021-06
4060,1589,RLY,2012-06
4061,1590,HUB,2020-07
4062,1591,RAISE,2020-01
4063,1592,LQTY,2019-12
4064,1593,SHIFT,2013-03
4065,1594,PERP,2020-08
4066,1595,RAMP,2020-08
4067,1596,$KING,2020-10
4068,1597,KLAY,2018-12
4069,1597,KRT,2018-08
4070,1597,LUNA,2018-08
4071,1597,QSP,2019-03
4072,1597,SDT,2018-08
4073,1598,CBAT,2018-05
4074,1598,CCOMP,2018-05
4075,1598,CDAI,2018-05
4076,1598,COMP,2018-05
4077,1598,CREP,2018-05
4078,1598,CUNI,2018-05
4079,1598,CWBTC,2018-05
4080,1598,CZRX,2018-05
4081,1598,RLY,2012-06
4082,1599,BOSON,2020-10
4083,1600,FOX,2015-09
4084,1601,BLZ,2019-08
4085,1601,DGX,2019-03
4086,1601,HUM,2020-03
4087,1601,LIMEX,2019-03
4088,1601,QSP,2020-03
4089,1601,TEMCO,2019-03
4090,1602,MOB,2021-08
4091,1603,BLZ,2016-03
4092,1603,GMEE,2019-05
4093,1603,SAND,2020-03
4094,1604,AMPL,2018-03
4095,1604,DFX,2021-02
4096,1604,FORTH,2018-03
4097,1604,HNS,2015-03
4098,1604,IF,2021-06
4099,1604,NRVE,2013-10
4100,1604,XCH,2018-03
4101,1605,ICX,2018-10
4102,1606,QARK,2021-06
4103,1607,MoFi,2021-04
4104,1607,YLD,2020-12
4105,1608,OXT,2017-10
4106,1609,NRVE,2017-04
4107,1610,OGN,2018-04
4108,1611,MOB,2021-08
4109,1612,SPORTS,2021-03
4110,1613,GEO,2019-03
4111,1614,MOB,2021-08
4112,1615,STORJ,2016-05
4113,1616,QASH,2016-09
4114,1617,HUB,2018-06
4115,1618,NEU,2020-12
4116,1619,ID,2013-04
4117,1620,MIX,2019-01
4118,1621,HUB,2018-06
4119,1622,NULS,2018-10
4120,1623,CEN,2019-01
4121,1624,$COIN,2014-05
4122,1624,HNS,2012-11
4123,1625,KAVA,2019-02
4124,1625,ONE,2019-04
4125,1626,ALGO,2018-02
4126,1626,AR,2019-11
4127,1626,FIL,2017-08
4128,1626,HNT,2019-06
4129,1626,NMR,2016-12
4130,1626,STX,2014-11
4131,1626,UNI,2020-08
4132,1627,QARK,2021-06
4133,1627,TBC,2021-04
4134,1628,DVPN,2020-09
4135,1629,TFUEL,2019-05
4136,1629,THETA,2019-05
4137,1630,RLY,2018-09
4138,1631,RLY,2021-05
4139,1632,CPAY,2018-01
4140,1633,RLY,2016-06
4141,1634,VALOR,2019-07
4142,1635,ALGO,2018-10
4143,1635,MIX,2019-01
4144,1635,TT,2019-02
4145,1636,SHIFT,2013-09
4146,1637,ACXT,2020-09
4147,1638,BEST,2020-09
4148,1639,HNS,2021-05
4149,1640,CELO,2019-12
4150,1640,CXO,2014-07
4151,1641,BVOL,2021-07
4152,1641,FTT,2021-07
4153,1641,HEDGE,2021-07
4154,1642,UNI,2020-08
4155,1643,XRP,2013-04
4156,1644,PLA,2018-11
4157,1645,ETHA,2021-03
4158,1646,OST,2016-11
4159,1647,HOT,2017-03
4160,1648,UBQ,2016-12
4161,1649,BUX,2017-10
4162,1650,BOSON,2021-03
4163,1650,ROYA,2021-01
4164,1651,KEEP,2015-04
4165,1652,VALOR,2019-07
4166,1653,ASP,2018-03
4167,1653,GASP,2018-03
4168,1653,KRT,2021-06
4169,1653,LUNA,2021-06
4170,1653,QSP,2019-03
4171,1653,SDT,2021-06
4172,1654,ICX,2018-10
4173,1655,CELO,2018-06
4174,1655,NXM,2019-10
4175,1655,STX,2017-01
4176,1655,UNI,2020-08
4177,1656,BNB,2018-10
4178,1657,BNB,2018-10
4179,1658,BNB,2018-10
4180,1659,HBAR,2018-02
4181,1660,VGX,2021-05
4182,1661,TBC,2021-04
4183,1662,RLY,2012-06
4184,1663,CELO,2018-06
4185,1664,AIT,2018-01
4186,1664,BIKI,2019-11
4187,1665,ICP,2018-08
4188,1666,XST,2020-05
4189,1667,SHX,2018-07
4190,1668,SNT,2014-03
4191,1669,MTL,2016-04
4192,1670,FIL,2017-08
4193,1670,HBAR,2018-08
4194,1670,OCEAN,2018-03
4195,1670,OGN,2017-12
4196,1670,OXT,2018-04
4197,1670,SKL,2018-10
4198,1670,STX,2017-12
4199,1670,ZRX,2017-06
4200,1671,AUCTION,2020-01
4201,1672,ICX,2018-10
4202,1673,CKB,2018-07
4203,1673,DPI,2018-12
4204,1673,MOB,2021-08
4205,1673,MVI,2018-12
4206,1673,NFTI,2018-12
4207,1674,MKR,2017-12
4208,1674,STMX,2017-08
4209,1675,CTXC,2014-09
4210,1676,CKB,2018-07
4211,1677,BXX,2019-12
4212,1678,CELO,2018-06
4213,1679,ATN,2018-02
4214,1679,OIN,2020-08
4215,1679,PHTR,2021-04
4216,1680,GDT,2021-04
4217,1681,GDT,2019-05
4218,1681,NEAR,2019-04
4219,1681,SENSE,2017-12
4220,1681,SKL,2019-07
4221,1682,ICX,2020-08
4222,1683,DOCK,2019-08
4223,1684,LOC,2021-03
4224,1685,TFUEL,2019-05
4225,1685,THETA,2019-05
4226,1686,ELEC,2018-03
4227,1687,MX,2019-07
4228,1688,CEN,2019-01
4229,1689,PAX,2021-04
4230,1689,PAXG,2021-04
4231,1690,ART,2017-02
4232,1691,OPT,2020-07
4233,1692,USF,2021-03
4234,1693,VGX,2018-06
4235,1694,BVOL,2021-07
4236,1694,FTT,2021-07
4237,1694,HEDGE,2021-07
4238,1695,BETH,2015-09
4239,1695,BTC,2017-01
4240,1695,CLOUT,2021-03
4241,1695,ETH,2015-09
4242,1695,FIL,2014-07
4243,1695,SKL,2019-10
4244,1695,STX,2017-12
4245,1695,XTZ,2018-07
4246,1695,ZEC,2021-01
4247,1696,BEAM,2021-05
4248,1697,BEST,2021-05
4249,1697,INDEX,2021-07
4250,1697,MVI,2021-07
4251,1698,SHFT,2016-03
4252,1699,RLY,2018-09
4253,1700,SENSE,2015-01
4254,1701,BAND,2019-06
4255,1701,MARSH,2021-03
4256,1702,REEF,2020-09
4257,1702,TVK,2020-11
4258,1703,KEEP,2018-04
4259,1703,MKR,2017-12
4260,1704,BYN,2021-06
4261,1704,DOP,2021-05
4262,1704,DWZ,2021-02
4263,1704,FORM,2021-05
4264,1704,ISP,2021-05
4265,1704,MARSH,2021-03
4266,1704,RAGE,2021-03
4267,1704,TBC,2021-04
4268,1704,TLM,2021-03
4269,1705,TKN,2018-01
4270,1706,NRVE,2017-04
4271,1707,MAKI,2021-04
4272,1708,QTUM,2017-01
4273,1709,KAVA,2019-02
4274,1709,NEAR,2019-07
4275,1709,VEGA,2019-10
4276,1710,DMT,2020-06
4277,1711,$COIN,2013-03
4278,1711,ASP,2018-03
4279,1711,CBAT,2019-08
4280,1711,CCOMP,2019-08
4281,1711,CDAI,2019-08
4282,1711,COMP,2019-08
4283,1711,CREP,2019-08
4284,1711,CTXC,2020-03
4285,1711,CUNI,2019-08
4286,1711,CWBTC,2019-08
4287,1711,CZRX,2019-08
4288,1711,FIL,2014-07
4289,1711,GASP,2018-03
4290,1711,GDT,2019-03
4291,1711,KRT,2021-02
4292,1711,LUNA,2021-02
4293,1711,MLN,2017-08
4294,1711,NU,2016-08
4295,1711,QSP,2018-01
4296,1711,REQ,2017-03
4297,1711,SDT,2021-02
4298,1711,STX,2014-07
4299,1711,UBQ,2014-11
4300,1712,NU,2018-04
4301,1713,RLY,2014-11
4302,1714,TRUE,2019-06
4303,1715,YLD,2020-12
4304,1716,OXT,2017-08
4305,1717,SPS,2021-07
4306,1718,BVOL,2015-03
4307,1718,FTT,2015-03
4308,1718,HEDGE,2015-03
4309,1719,BEAM,2021-05
4310,1719,HUB,2018-06
4311,1719,LQD,2018-03
4312,1719,NAOS,2021-04
4313,1719,PENDLE,2021-05
4314,1719,YGG,2021-03
4315,1720,KRT,2021-06
4316,1720,LUNA,2021-06
4317,1720,SDT,2021-06
4318,1721,MAPS,2013-11
4319,1722,ETHA,2021-03
4320,1723,ANT,2017-05
4321,1723,ATA,2021-03
4322,1723,BAND,2019-06
4323,1723,BOSON,2021-03
4324,1723,BZRX,2018-03
4325,1723,CFG,2021-02
4326,1723,DIA,2020-08
4327,1723,IF,2021-06
4328,1723,LINA,2020-09
4329,1723,LTO,2019-01
4330,1723,MARSH,2021-03
4331,1723,MATIC,2019-04
4332,1723,MEM,2021-05
4333,1723,NEAR,2020-05
4334,1723,NXM,2019-10
4335,1723,PHTR,2021-04
4336,1723,POLS,2020-09
4337,1723,ROYA,2021-01
4338,1723,SHLD,2021-05
4339,1723,TVK,2020-11
4340,1723,UOS,2019-07
4341,1723,VEGA,2021-03
4342,1723,WCFG,2021-02
4343,1723,XPRT,2020-10
4344,1724,BIA,2019-04
4345,1724,LQD,2018-03
4346,1724,RAZOR,2020-11
4347,1725,ID,2012-01
4348,1726,BETH,2017-05
4349,1726,ETH,2017-05
4350,1726,LTC,2017-05
4351,1727,GTC,2021-04
4352,1728,PERP,2020-08
4353,1728,VEGA,2021-03
4354,1729,STMX,2021-04
4355,1730,STKR,2020-02
4356,1731,AGIX,2017-12
4357,1731,DREP,2018-06
4358,1731,EQUAD,2018-07
4359,1731,LBA,2018-04
4360,1731,OCEAN,2018-03
4361,1731,UTU,2017-04
4362,1732,HT,2014-01
4363,1732,IOST,2016-01
4364,1732,TT,2019-02
4365,1733,TFUEL,2017-12
4366,1733,THETA,2017-12
4367,1734,XIN,2015-09
4368,1735,KAN,2018-04
4369,1736,BERRY,2017-10
4370,1737,MARSH,2021-03
4371,1737,SHLD,2021-05
4372,1738,AR,2019-11
4373,1738,CELO,2019-04
4374,1739,BUX,2016-02
4375,1740,COTI,2021-04
4376,1740,OCC,2021-06
4377,1741,2KEY,2018-04
4378,1741,GRT,2020-06
4379,1741,RAVEN,2019-05
4380,1742,API3,2019-11
4381,1743,VGX,2016-08
4382,1744,1INCH,2020-12
4383,1744,CEL,2020-07
4384,1744,IDLE,2020-11
4385,1744,OGN,2018-04
4386,1744,TFUEL,2017-12
4387,1744,THETA,2017-12
4388,1744,VEGA,2019-10
4389,1744,YGG,2021-03
4390,1745,CWAP,2021-05
4391,1745,TSX,2021-04
4392,1746,CTXC,2011-03
4393,1747,REP,2015-10
4394,1748,HPY,2019-12
4395,1749,MVL,2020-05
4396,1750,CKB,2018-07
4397,1750,INSUR,2021-02
4398,1750,MIX,2019-01
4399,1750,PENDLE,2021-05
4400,1751,GHX,2018-06
4401,1752,IF,2021-06
4402,1753,CEL,2020-07
4403,1754,ATOM,2017-04
4404,1754,BAND,2019-06
4405,1754,INJ,2020-09
4406,1754,KAVA,2019-07
4407,1754,KRT,2019-04
4408,1754,LUNA,2019-04
4409,1754,SDT,2019-04
4410,1754,SKL,2018-10
4411,1755,YOYOW,2017-05
4412,1756,DVF,2021-05
